user_id,first_name,last_name,address,city,phone,email,username,password
444,Cordie,Meikle,40809 Rockburn Hill Rd,Hamlyn Terrace,02-8727-4906,cordie.meikle@hotmail.com,elightmancc,qI3#0N2D8\h59
445,Annalee,Graleski,9 Green Rd #5877,Darbys Falls,02-6118-8773,annalee.graleski@hotmail.com,jhucklebycd,lA8$.&|4
446,Dana,Ladeau,63 W 41st Ave #93,Pinnacle,07-3511-9233,dana@ladeau.net.au,kfrancombece,cT0*5<zLx
447,Wai,Raddle,2 Stirrup Dr #4907,Carlsruhe,03-4811-3832,wai.raddle@raddle.com.au,dpentincf,rJ9%6r4I&
448,Johana,Conquest,19 Court St,Paulls Valley,08-6579-7569,johana@conquest.net.au,rdoyleycg,"kD4`a""6OAk"
449,Tomas,Fults,3 Hwy 61 #2491,Mirani,07-1536-4805,tomas_fults@fults.net.au,azannollich,vU9!XaBH6
450,Karon,Etzler,97539 Connecticut Ave Nw #3586,Buckland,03-6698-8416,karon@hotmail.com,rdymockeci,mW1*LJnoJL1N$
451,Delbert,Houben,59 Murray Hill Pky,Mitta Mitta,03-1560-6800,delbert.houben@hotmail.com,ggrentcj,fP1.&.GG_Y
452,Ashleigh,Rimmer,15 W 11mile Rd,Boat Harbour Beach,03-5354-9557,ashleigh.rimmer@hotmail.com,weasomck,uY7*hOHeZMSV%KG
453,Nenita,Mckenna,709 New Market St,Botany,02-5059-2649,nmckenna@yahoo.com,crubroecl,pS5~Nv>Qg<hxf
454,Micah,Shear,324 Shawnee Mission Pky,Scaddan,08-6270-6829,mshear@hotmail.com,bhandycm,aH7%gg/pyg{69us
455,Stefany,Figueras,37 Saint Louis Ave #292,Lenswood,08-2209-8647,stefany@figueras.net.au,aschustlcn,pS9.A*_Oj'uZZ
456,Rene,Burnsworth,80289 Victory Ave #9,Farrell Flat,08-8222-3171,rene@burnsworth.net.au,efaraganco,zV2_Pp*T='x{c<
457,Cary,Orazine,16 Governors Dr Sw,Melrose,08-7718-8495,cary.orazine@hotmail.com,wcattrellcp,iE0)Ub{BQW({fr
458,Micheal,Ocken,4 E Aven #284,Freemans Waterhole,02-9828-4921,micheal.ocken@ocken.net.au,cpoloncq,uO8~Gm3upTkK|22
459,Frederick,Tamburello,262 8th St,Simpsons Bay,03-4800-7102,frederick.tamburello@hotmail.com,beltunecr,oL6*he#'h1eOZh
460,Burma,Noa,79 State Route 35,Ripponlea,03-6438-4586,burma.noa@gmail.com,ksybbecs,"wV3,{Q=!%b,~."
461,Cherry,Roh,75 Blackington Ave,North Cascade,08-5175-3585,cherry_roh@yahoo.com,gdacksct,qU5&fnxJJ9lN
462,Gabriele,Frabotta,6 Abbott Rd,Ensay,03-2689-6049,gabriele_frabotta@gmail.com,hsurgeoncu,"iK6""5}3(u2`7n"
463,Clement,Chee,5159 Saint Ann St,Golden Point,03-2775-4083,clement@hotmail.com,cgrigorkincv,wF0\#%B'Q>r
464,Beckie,Apodace,26 Ripley St #5444,Middle Cove,02-5630-3114,bapodace@gmail.com,rgeorgiadescw,rE8}PV%3xv
465,Catrice,Fowlkes,39828 Abbott Rd,Waterfront Place,07-9032-5149,cfowlkes@hotmail.com,vkelkcx,vZ3&JLQKs)
466,Richelle,Remillard,2495 Beach Blvd #557,Buraminya,08-6831-6370,richelle.remillard@remillard.net.au,fchappellecy,iX5?T#i/o2h4
467,Cherri,Miccio,3 Bustleton Ave,Balnagowan,07-5626-7937,cherri_miccio@gmail.com,adictcz,gS9=Hxn\&Ml
468,Dorethea,Taketa,7 N 4th St,Lower Cressbrook,07-2209-2731,dtaketa@taketa.net.au,kkilshawd0,"rJ2""Sqr+"
469,Barb,Latina,1 National Plac #6619,Larrakeyah,08-8506-7259,blatina@hotmail.com,dgwyerd1,xA7~paNrjEi~.hbf
470,Bettye,Meray,248 Academy Rd,Middleton,03-9424-2956,bmeray@yahoo.com,rpeadd2,wD3_pu{l+C
471,Sherrell,Sprowl,2 State Hwy,Oak Flats,02-4074-4461,sherrell_sprowl@hotmail.com,porourked3,"zV2!9F0XaI>c""S|/"
472,Ruth,Niglio,6 W Cornelia Ave,Orange Hill,07-5128-8956,ruth.niglio@hotmail.com,jwilcherd4,kT1}rD\E\{l}\uMv
473,Alva,Shoulders,461 S Fannin Ave,Welshpool,08-8329-4211,alva@gmail.com,cpenvardend5,sS6/}v(KlqHqFV
474,Carri,Palaspas,51255 Tea Town Rd #9,Minnenooka,08-6069-1579,carri_palaspas@palaspas.net.au,ghanaland6,tH3)@$9$YqDq}
475,Onita,Milbrandt,93 Bloomfield Ave #829,Wagga Wagga South,02-1157-3829,onita.milbrandt@milbrandt.com.au,zbeiderbeckd7,wY0>bl.\FJ6
476,Jessenia,Sarp,5775 Mechanic St #517,Wansbrough,08-8878-5994,jsarp@hotmail.com,sdumked8,sG7{'8/N3Ie
477,Tricia,Peressini,3 Industrial Blvd,Pintharuka,08-4326-1560,tperessini@yahoo.com,aclined9,oJ2?v06.!PI
478,Stephaine,Manin,8202 Cornwall Rd,Eumundi,07-2031-6566,stephaine_manin@yahoo.com,rryrieda,vN0~DgVYoQ4
479,Florinda,Gudgel,53597 W Clarendon Ave,Halton,02-2501-8301,fgudgel@gudgel.com.au,vambagedb,"oI0<CO\#t""|E<GxB"
480,Marsha,Farnham,577 Cleveland Ave,Glenmore Park,02-5402-8024,marsha@farnham.com.au,nchomiczdc,kP9+vhP16R)|xG
481,Josefa,Oakland,259 1st Ave,Mccutcheon,07-5404-6221,josefa_oakland@oakland.com.au,gbarneydd,iL2@A@diMSaM
482,Deeann,Nicklous,79 Mechanic St,Pimpimbudgee,07-6382-5073,deeann_nicklous@gmail.com,brobeirode,cY2/bqmkV7Yv8yz
483,Jeannetta,Vonstaden,269 Executive Dr,Ilford,02-8222-9319,jvonstaden@gmail.com,bchesswasdf,kW0(\vEs15yZVPJf
484,Desmond,Amuso,79 Runamuck Pl,Caparra,02-1706-8506,desmond@hotmail.com,zlinkleterdg,fP5\yG)92sP%7B3
485,Trina,Bakey,31 Guilford Rd #7904,Duaringa,07-5922-1983,tbakey@bakey.com.au,jjillettdh,pK2`*.0~K6G@FDux
486,Ramonita,Picotte,504 Steve Dr,Weston,02-4360-8467,ramonita_picotte@yahoo.com,ttomczykowskidi,wH1}8hCPR}f
487,Temeka,Bodine,407 E 57th Ave,Clunes,02-2581-7479,temeka.bodine@gmail.com,bberforddj,rR4'H(nw&#(%7x
488,Bea,Iida,72 W Ripley Ave,Oakey,07-6984-9278,bea_iida@iida.net.au,rsidgwickdk,bP2_)4U\Y`Vi?/4D
489,Soledad,Mockus,75 Elm Rd #1190,Barton,02-1291-8182,soledad_mockus@yahoo.com,rkrolikdl,yW3'/gp{2
490,Margurite,Okon,32 Broadway St,Lanena,03-9721-7313,margurite.okon@hotmail.com,sloynesdm,tS1'<?d8Tr
491,Artie,Saine,41 Washington Blvd,Cora Lynn,03-3457-2524,artie_saine@yahoo.com,marnizdn,"pY6,f|)*H"
492,Major,Studwell,5 Buford Hwy Ne #3,Allora,07-1377-6898,major@gmail.com,ahaddydo,"wW6""3)~X)oce7"
493,Veronika,Buchauer,6 Flex Ave,Willow Tree,02-4202-5191,veronika.buchauer@buchauer.net.au,fbonifaciodp,zD3)=h'E_yP~e#z@
494,Christene,Cisney,21058 Massillon Rd,Keilor Downs,03-3630-2467,christene@hotmail.com,cimlawdq,oR8%6#TA|L
495,Miles,Feldner,28465 Downey Ave #4238,Barringun,07-8561-5894,miles@hotmail.com,tantaldr,nM2@aJjYSB
496,Julio,Mikel,2803 N Catalina Ave,Pilliga,02-6995-9902,julio.mikel@mikel.net.au,rmacquakerds,eP3&J@.<`tM)
497,Aide,Ghera,22 Livingston Ave,Rhodes,02-3738-7508,aide.ghera@ghera.com.au,ddrewesdt,jX3@+C'LlB9jkET
498,Noelia,Brackett,403 Conn Valley Rd,Castletown,08-3773-3770,noelia@brackett.net.au,lsavelldu,iO1`qQdXw+Rdnw_y
499,Lenora,Delacruz,5400 Market St,Turill,02-7862-5151,lenora@delacruz.net.au,lhackforddv,"xV0*ezJn'sA!n,"
500,Francoise,Rautenstrauch,2335 Canton Hwy #6,Windsor,519-569-8399,francoise.rautenstrauch@rautenstrauch.com,lantoniakdw,mF6((iix0fZ0$gE'
501,Kendra,Loud,6 Arch St #9757,Alcida,506-363-1526,kloud@gmail.com,fmcalroydx,"oK2?""6A~jV2<lL"
502,Lourdes,Bauswell,9547 Belmont Rd #21,Belleville,613-903-7043,lourdes_bauswell@aol.com,dgandydy,yW2(6et/
503,Hannah,Edmison,73 Pittsford Victor Rd,Vancouver,604-334-3686,hannah@yahoo.com,smishowdz,hL6|x\(Uv3
504,Tom,Loeza,447 Commercial St Se,LIle-Perrot,514-487-6096,tom.loeza@gmail.com,aorhte0,aP2(_SU@3
505,Queenie,Kramarczyk,47 Garfield Ave,Swift Current,306-421-5793,queenie.kramarczyk@kramarczyk.org,eelderse1,yB8!}Q'+
506,Hui,Portaro,3 Mill Rd,Baker Brook,506-827-7755,hui_portaro@cox.net,vroscame2,mO4\MldvMz
507,Josefa,Opitz,136 W Grand Ave #3,Delhi,519-788-7645,josefa.opitz@opitz.org,cpuckrine3,oU1>2lssO&O?_!f9
508,Lea,Steinhaus,80 Maplewood Dr #34,Bradford,905-618-8258,lsteinhaus@cox.net,tgandere4,bU0}LGI`
509,Paola,Vielma,58 Hancock St,Aurora,905-456-1117,paola_vielma@aol.com,nburnupe5,cU0~(O&0G@CP
510,Hortencia,Bresser,808 Calle De Industrias,New Waterford,902-256-6791,hbresser@aol.com,seannettae6,lS5/hl#P
511,Leanna,Tijerina,2859 Dorsett Rd,North York,416-719-2114,leanna@cox.net,thardwaree7,kO0)%uEnDHdaD7\
512,Danilo,Pride,6857 Wall St,Red Deer,403-212-4945,danilo_pride@hotmail.com,lkeablee8,jY4?sa?Q
513,Huey,Marcille,169 Journal Sq,Edmonton,780-639-3619,huey.marcille@gmail.com,udurrelle9,"iY6<LrO+*,s6"
514,Apolonia,Warne,3 E 31st St #77,Fredericton,506-978-1488,apolonia@gmail.com,ebrosiusea,sU6`B)hR'6
515,Chandra,Lagos,7 N Dean St,Etobicoke,416-716-6446,chandra.lagos@lagos.org,dmcgraneeb,fX7{nr`i#8r_
516,Crissy,Pacholec,85 S State St,Barrie,705-477-2307,crissy@aol.com,efiridolfiec,aR1?O7SDG!S
517,Gianna,Branin,100 Main St,Calgary,403-337-7162,gianna@aol.com,ntauntoned,uG3?1b&iEjm\b)
518,Valentin,Billa,6185 Bohn St #72,Pangman,306-291-5073,vbilla@yahoo.com,rkeaveee,bN0&Q(G?wz<@X.|<
519,Ilona,Dudash,2 Sutton Pl S #5727,Rouyn-Noranda,819-536-7034,idudash@dudash.com,dgillottef,fC2#YOQg7
520,Willard,Lablanc,1534 Sidco Dr,Leduc,780-384-5410,wlablanc@yahoo.com,vpretoreg,uS1`@xxv
521,Lauryn,Randol,4207 Leon Rd,North Vancouver,604-236-4625,lauryn@yahoo.com,pligertoneh,"yI8+""_P!o"
522,Laurena,Begin,7564 N Academy Ave,London,519-790-8660,laurena.begin@begin.com,tjakoubekei,aG2/G6%eJI
523,Elise,Michelle,88 E Saint Elmo Rd,Hamilton,905-652-4509,elise@gmail.com,agounelej,xS5>E1OF
524,Corrie,Kardell,75 Westchester Ave,Pierrefonds,514-203-7817,corrie_kardell@aol.com,hgoldesek,xK9!4lAj
525,Kimberely,Rabuse,89 W 35th St #1,Windsor,519-912-5533,kimberely.rabuse@cox.net,bbethamel,eV5_$6\eD'
526,Tish,Violett,1 Norris Ave #4095,Laval,450-840-7605,tish.violett@violett.com,gpentecustem,rQ1.gdWVb4)@k_R
527,Hollis,Stanfield,5174 Interstate 45 N,Yellowhead County,780-574-5620,hollis.stanfield@aol.com,bcunniamen,hR8.bzc>'4C(_9L$
528,Andree,Christmann,765 Rock Island Rd,Strathroy,519-872-6826,andree.christmann@cox.net,bgietzeo,lI8>{.#L
529,Lyla,Fucillo,7979 33  191,North River,902-844-1174,lyla_fucillo@cox.net,ftredgerep,yX4~R3|R0b``
530,Felton,Yafuso,202 Madison Ave,Ottawa,613-749-1169,felton.yafuso@gmail.com,cburvilleq,"hT7)X8=,WR"
531,Dell,Polino,56 Corporate Dr,Becancour,819-255-1725,dell_polino@polino.com,mfarndoner,lF3#q|(if1{abqW{
532,Nohemi,Leko,37 Us Highway 12e E #6,Sault Ste. Marie,705-838-9265,nohemi@aol.com,cpettettes,yX2>(fcwjuWI}
533,Tambra,Lembke,6734 W Jackson Blvd,Salmon Arm,250-353-7479,tlembke@lembke.org,rmulreanet,aM9{qDdznxh8GH
534,Vicki,Maikoksoong,7 Tomahawk Dr,Richmond,604-231-6180,vicki@gmail.com,cpoetzeu,vP2$4VbX+'
535,Renato,Airhart,1 Vernon Blvd,Calgary,403-444-2250,renato_airhart@hotmail.com,afurslandev,eJ3<W<J$JeMd'?
536,Lenita,Darbro,2726 Franklin Hill Rd,Vernon,250-749-4517,lenita@yahoo.com,ngauchew,wE9/>blzBX.'
537,Barney,Hagen,6335 Fort Myer Dr,Saint-Hyacinthe,450-526-5424,barney@yahoo.com,eharvardex,bJ5!&xV'X\
538,Matthew,Armacost,220 Old Us Highway 441,Peterborough,705-417-7221,matthew_armacost@gmail.com,cszanthoey,fD3*jQDA%&b_
539,Belen,Nelton,77 Central Pky N,Quesnel,250-768-5812,bnelton@gmail.com,shaithez,"zL9}`/3R,"
540,Iesha,Wardle,781 Alabama Ave,Etobicoke,416-989-2001,iesha@gmail.com,pwixf0,"mF8*fM""cP$fpau6"
541,Francesco,Sarchet,22 Dearborn St,Regina,306-524-4509,francesco@hotmail.com,gcarrierf1,kY0<yOzGV
542,Paulene,Rhule,21 E 64th Ave,Matane,418-348-2107,paulene_rhule@rhule.org,dscrubyf2,"cZ8$8i""xcSpQ+W"
543,Carole,Hughlett,9 N Central Ave,Abbotsford,604-262-8556,carole_hughlett@hughlett.com,bmckitterickf3,wG2)6}'M_d%FSH
544,Miss,Dunning,38 Douglas Rd E #39,Regina,306-508-8874,mdunning@gmail.com,dcheeneyf4,jH4'GBQx|Aha
545,Elfrieda,Hinsch,4929 Sidney St #8276,Vernon,250-454-9384,elfrieda_hinsch@hinsch.org,mgladdishf5,gO0'.Wf1NDSG)ytp
546,Edelmira,Calzado,4936 Walcott Rd,Regina,306-611-7185,edelmira@hotmail.com,grouzetf6,fV1/FGq+h+pn
547,Jaime,Wasurick,6760 E Fayette St #9,Saint-Damien,450-531-8633,jaime_wasurick@hotmail.com,bbenitof7,mQ8$1wdSLVz\#=
548,Lera,Hua,6638 S Webster St #491,Miramichi,506-556-4300,lhua@aol.com,vmorebyf8,tN9}~6TUz7X|2w*H
549,Jame,Mastro,4465 James St,Kitchener,519-920-7003,jmastro@aol.com,fhowickf9,kX5|_gDn+q3AZT
550,Jillian,Hailstone,8721 Everett Rd,Mississauga,905-864-2257,jhailstone@yahoo.com,rspittallfa,dG4<x.o*
551,Louis,Zarling,6 E Kingsbridge Rd,Stoneham-Et-Tewkesbury,418-568-3216,louis@zarling.com,cavramovicfb,jG4{PQwj}z?qdrR
552,Emmett,Mcshaw,920 Union Blvd,Sault Ste. Marie,705-581-1220,emmett_mcshaw@cox.net,vtowheyfc,"cU4,xH#W8mNmlA"
553,Tammy,Sams,5 Secaucus Rd,Nanaimo,250-226-1002,tammy_sams@sams.com,wwoolardfd,kY3@~.'6I
554,Willis,Wylie,646 9th St,Saint-Raymond,418-833-1949,willis@yahoo.com,farchbaldfe,zS0'SZk$y(grB
555,Maxima,Brzozowski,864 Aupuni St,St Catharines,905-569-6732,mbrzozowski@aol.com,baucklandff,"bN2~GX93.\""}5$*"
556,Boris,Latif,9390 Fortin Dr,Quebec,418-459-4884,boris.latif@latif.com,cdegnenfg,uY4?.{VX1%B4}
557,Salina,Knavel,4 Newark St,Arnprior,613-280-7170,salina.knavel@gmail.com,dwilberfh,sG8=q'G'A\pu{Y
558,Justa,Dini,8 J St,Vernon,250-982-9377,justa.dini@hotmail.com,dbundyfi,dN5>V`Tl>'zK
559,Amalia,Wolfgang,394 Dice Rd #861,Windsor,519-219-3608,amalia_wolfgang@wolfgang.org,bcoytesfj,xJ0&>k8UqZdZ82+
560,Felix,Tutterrow,92 W 39th St #9990,London,519-426-7161,ftutterrow@tutterrow.org,cwiltsherfk,vQ5_8h_d
561,Eura,Mcglocklin,9 N Monroe St,Lloydminster,306-979-2571,eura@mcglocklin.org,hrizzinifl,"uN5_>{l""6KH,+f"
562,Lang,Heuring,2 Global Rd,Cambridge,519-985-7311,lang@cox.net,cbillingfm,dL0+<vhPz9I
563,Agustin,Lakatos,23 E Wacker Dr #64,Becancour,819-365-5394,agustin.lakatos@hotmail.com,wcronkfn,nA6||f/BSSqF}3
564,Jaime,Lowrance,1 Nw 167th St,Winnipeg,204-438-6204,jaime.lowrance@lowrance.org,jrentzfo,hW1!qGpW{/4(m=Vg
565,Carman,Gudiel,1 Frontage Rd,St. Johns,709-366-8943,carman@gmail.com,ecaswellfp,lT2)N_D+6}NU
566,Argelia,Hofbauer,5 Columbia,North Vancouver,604-823-2881,argelia.hofbauer@cox.net,ocammackfq,"eY2$D01'""'8XW"
567,Mammie,Cisney,14 E 30th St,Montreal,514-205-4258,mammie@cox.net,dpratchettfr,vB3}d+P_|
568,Rashad,Menino,8 Commercial Ave,Carleton Place,613-697-2555,rashad.menino@menino.com,smosbyfs,"lS3""a@A!v."
569,Janna,Bastain,41 Drive  Hwy 54s S,Vancouver,604-575-7837,janna@bastain.com,bmatschkeft,xS1\%?MY~JNi1k2j
570,Callie,Neikirk,6601 Park Ave #9924,Mississauga,905-465-6909,callie.neikirk@neikirk.org,smilmoefu,sA0#W?tQ@
571,Coral,Helmcamp,4184 E 142nd St,Toronto,416-589-6075,coral.helmcamp@helmcamp.org,callportfv,"kQ2/\""'+"
572,Xenia,Mushero,1 El Camino Ave #39,Kingston,613-714-1829,xenia@aol.com,jfauningfw,fE5`b@6MM|k
573,Adelle,Nitcher,10 Midway Dr,Thorold,905-998-3758,anitcher@aol.com,vbiskupfx,rJ1&4$IT1K1x.
574,Hildegarde,Wehrwein,2 Cottman Ave,West Vancouver,604-960-7463,hwehrwein@gmail.com,ssimanenkofy,mI1~hK)l|b
575,Phuong,Sugai,8926 E 119th St #9,Lavaltrie,450-501-4406,psugai@gmail.com,dgrestefz,"dT1""U""Z5gj"
576,Leontine,Lafoy,191 Richland St #5,Quebec,418-271-8667,llafoy@aol.com,rosbourng0,hF3=Qt84%TV
577,Darell,Mcalarney,8 E 92nd St,Ajax,905-846-7737,darell_mcalarney@mcalarney.com,pglastonburyg1,eX8\GvfxV!(z0GI
578,Madonna,Landman,283 Andover St,Castlegar,250-307-7698,madonna.landman@landman.com,gbengtssong2,"yJ5.""B=@Nq"
579,Chuck,Berggren,764 Louisville Plac,St. Johns,709-534-6576,chuck@gmail.com,jdolbyg3,dJ9@dDarER<c#/
580,Gregg,Epperheimer,59 W Jackson Blvd #11,Lasalle,514-302-4158,gepperheimer@aol.com,asambrokg4,hS3}/EOV)QXy39v)
581,Yan,Bubrig,712 N 5th St,Grand Manan,506-493-4894,yan@cox.net,lslateng5,"oC1,<h?yY=w+}q"
582,Stephanie,Garlett,6 L St #1761,Kanata,613-557-7338,stephanie.garlett@gmail.com,bgristwoodg6,uM0+8`>Qab
583,Alberto,Stenquist,6126 E 14th St #6,St Catharines,905-435-9456,alberto_stenquist@stenquist.org,pmedcalfeg7,nR1'M!O%&K5!WWY
584,Wayne,Shivers,865 Ponce De Leon Blvd,Chicoutimi,418-374-1965,wayne@aol.com,mstocking8,oK9}1o3`X!8|C
585,Kristal,Bothe,896 Pershing Ave,Paradise,709-976-5766,kristal@hotmail.com,cjoanicg9,mM8~/<@=?
586,Florencia,Stadel,178 Riverdale Rd,Ingersoll,519-961-7871,fstadel@gmail.com,adarterga,dH0#0UO>LM!o_OO2
587,Darrin,Tumolillo,4 Pedretti Ave #2,Saskatoon,306-748-5721,darrin@tumolillo.com,esummerillgb,tE4*/{)9Z
588,Freeman,Rudig,4 W Sedgley Ave,Otterburn Park,450-347-6388,freeman@yahoo.com,rtiddgc,"hP9`w""S&ZaW"
589,Lazaro,Mollison,31 E Middlefield Rd #8555,Beloeil,450-356-6427,lazaro@gmail.com,dderdesgd,kP6~6&$C(e!hJJ4t
590,Ellsworth,Rieg,7662 Us Highway 46 #9003,Napanee,613-862-4724,erieg@hotmail.com,jyannikovge,"wQ4$Da2f_64u`T,"
591,Brinda,Mrkvicka,1 Park Ave,Newbridge,506-392-8334,brinda.mrkvicka@gmail.com,jyarhamgf,"wK4""48.MpfRdy"
592,Florinda,Mackedanz,2782 Midland Ave,Dieppe,506-230-8075,florinda_mackedanz@mackedanz.org,ddustgg,qM2.Ef\`VN~!@Y
593,Nadine,Swartzbeck,3 Federal Blvd,Beloeil,450-353-2331,nadine_swartzbeck@swartzbeck.org,csizegh,bY7*@R!eid{M63f
594,Arlette,Torchio,485 Rolling Rd,Lasalle,514-459-6883,arlette_torchio@hotmail.com,vtattersgi,"eD6,8{sB_"
595,Adolph,Krivanec,6605 Federal St,Etobicoke,416-736-1436,akrivanec@hotmail.com,wleonardegj,lQ7!a/g/BbX
596,Georgiana,Colbath,505 E 9mile Rd,Sainte-Therese,450-409-1254,gcolbath@hotmail.com,zlecontegk,tH9<!5bpUnqM
597,Rana,Lehn,32 Rocklyn Ave,Milton,905-286-8285,rlehn@yahoo.com,acoldbathgl,dM9?RckC!U(T
598,Chi,Morgan,2953 5th Ave #27,Saint-Raymond,418-922-5578,chi@gmail.com,fverrygm,"uL9+l@5<8g8,_x<"
599,Starr,Prothro,133 Us Highway 206,Chicoutimi,418-811-3750,sprothro@prothro.com,pbraneygn,qJ5<49\68A9/(/Y{
600,Glennis,Roseum,1 Pershing Ave,Brandon,204-514-9319,glennis.roseum@gmail.com,lgoldinego,pR9~)=Sxq
601,Thea,Petermeier,402 Santa Isabel Ave,Sept-Iles,418-360-6739,thea@hotmail.com,kmcgunleygp,nT9\s2ij5zsGaAD
602,Rosalind,Persechino,86 Shady Run Rd,Kanata,613-975-5760,rosalind.persechino@aol.com,oiannuzzigq,qC1(/>G$K
603,Shenika,Tapian,4 Collier Rd Nw,Ottawa,613-219-1869,shenika.tapian@aol.com,bantunesgr,fS9_<I5?0KpD1}P
604,Veta,Vandeberg,940 E Jefferson Ave,Juniper,506-996-1241,vvandeberg@gmail.com,klakentongs,uG2/9W+<AfD|
605,Herschel,Geneseo,7753 W 8th,Toronto,416-786-7887,herschel@geneseo.com,oibelgt,wY3|SR9*GQk
606,Dianne,Tomasic,53 6  17 M At Bradleys,Dartmouth,902-938-6891,dianne@yahoo.com,jmegsongu,cZ8{_uO)$M9
607,Micah,Gerten,103 Madison Ave,St. Johns,709-581-5842,micah@cox.net,abattaillegv,zS2>+Ow|1=vNxr
608,Kaycee,Alaibilla,8788 E 64th Ave,Vancouver,604-992-6045,kaycee.alaibilla@yahoo.com,knuttgw,hR8'uEut/0PVtbj
609,Tesha,Brang,831 Vanowen St #5,Montreal,514-432-5290,tesha@aol.com,nmichelingx,uF2`156s~oU
610,Marya,Chhour,661 Pitkin Ave,Calgary,403-382-4146,marya@cox.net,fwallsgy,"dU1#{M#,)Ha?,kj~"
611,Ronnie,Kettelle,3 Avenue Rt 295 #199,Halifax,902-367-7042,ronnie_kettelle@aol.com,ftroughtongz,jI1`<p*CR
612,Mabel,Fower,709 W Waters Ave,Chicoutimi,418-339-7473,mabel_fower@fower.com,glowdenh0,hI3#+avXX)xI
613,Harley,Works,27 Spring St,Woodstock,519-913-7772,harley@cox.net,dmcritchieh1,aK2`rp2=6
614,Joye,Nedman,9 Court St,Regina,306-991-3698,joye@cox.net,cmcclaryh2,wM8)ENm#Ms/+f
615,Luisa,Harnish,82 Westminster Blvd,Vancouver,604-399-1449,lharnish@harnish.com,cbaurerichh3,kU0}s*_<fL@nJ(
616,Stacey,Lortz,5039 Coffee Rd,Scarborough,416-310-1610,stacey_lortz@aol.com,vlatourh4,"oG6,GK,B}"
617,Reyes,Mesmer,9 E Thayer Ave #3,Hamilton,905-402-9203,reyes@mesmer.org,kstyanh5,gN1>J.TMEsf=V`P%
618,Avery,Demus,1 Highland Ave,Maple Ridge,604-548-4412,avery.demus@aol.com,tmikalskih6,"nH7""%8VRQ989p"
619,Colby,Scotts,7 E 1st St,Barrie,705-668-5094,cscotts@aol.com,myukhtinh7,qH1*9y6enw0|W
620,Afton,Wrinkle,652 5th Ave,Ottawa,613-851-7883,awrinkle@wrinkle.org,plewtyh8,eX2{@>/?ig
621,India,Sifford,162 Sunrise Plz,Toronto,416-866-6707,isifford@sifford.org,kminterh9,hI9|l\i#I6S*
622,Brunilda,Coin,300 Congers Rd #77,Saint-Paul,506-327-7460,brunilda_coin@aol.com,hbowlerha,"zU7%y$io*plw,"
623,Jenifer,Emanuel,78 152nd Ave #4179,Duncan,250-947-2063,jemanuel@emanuel.com,asentancehb,zL9`2)g9Oz|
624,Makeda,Nosis,956 Sierra Ave,Toronto,416-827-4082,makeda.nosis@yahoo.com,wrowlinghc,aM9<+y#2kQ
625,Vivan,Oppy,4696 Alewa Dr,Swift Current,306-325-3090,voppy@gmail.com,owalbridgehd,dW1!K%3uJ
626,Eric,Gazzola,732 Congress St,Saint-Georges,418-274-7373,eric@cox.net,cshortinhe,"gZ2|%{h8|RK!,Ez#"
627,Thersa,Davirro,863 E Mcdowell Rd,Kamloops,250-540-5275,thersa.davirro@aol.com,lclarkewilliamshf,yJ9$7~1U46H
628,Mindy,Presnal,82 Us Highway 111,Vancouver,604-213-8721,mpresnal@yahoo.com,rcloughtonhg,gH9|/<KLK
629,Luis,Metzner,8868 S Arroyo Pkwy #996,Trois-Rivieres,819-860-8913,lmetzner@metzner.org,vjoynthh,hB5~snC*4
630,Dawne,Mcloud,25 Keystone Xing,Stoney Creek,905-760-9649,dmcloud@cox.net,bdredgehi,"mV7`$8./?*""R"
631,Karrie,Kinikini,491 Main St #893,Kamloops,250-384-7658,karrie_kinikini@kinikini.org,glevenskyhj,tD7&ay6Gu2ur{.
632,Mozelle,Hermon,523 Spencerville Ct,Mount Pisgah,506-573-3112,mozelle_hermon@cox.net,hruzekhk,hF3#U|EI7/fwBl
633,Mila,Hair,515 S Main St,Saint-Leonard,514-945-2978,mhair@cox.net,charsnipehl,iA3!xpB?}#iBr
634,Gilma,Jefferys,147 E Centre St,Halifax,902-804-8543,gjefferys@aol.com,bnormanvillhm,tX3~9y}N?
635,Armanda,Mcduffie,989 Wyatt Dr #7,Cowansville,450-866-7181,armanda.mcduffie@hotmail.com,sbertelsenhn,iC4'>v48W>l<
636,Vonda,Normandeau,9891 Main St,Mirabel,450-706-3809,vonda@yahoo.com,lfrisdickho,kZ0)%PM$B)0
637,Truman,Mondale,1657 N Green St,Peterborough,705-757-7389,truman.mondale@aol.com,dgehringerhp,aS2.%6E2e9
638,Elvis,Tenuta,6437 Date Palm Dr,Calgary,403-415-1285,elvis_tenuta@tenuta.org,mbysouthhq,nX2&M=&z.T)$0_X
639,Loise,Dedaj,1062 Rd,Saskatoon,306-964-9291,loise@aol.com,jhounsomehr,"uP1@vYhL@fFRq,"
640,Jannette,Pedder,73 Madison Ave,Vancouver,604-953-5335,jpedder@pedder.com,dlummushs,nF2>Y0E|%F2V1
641,Margo,Rand,344 Lyndon St,Concord,905-781-3868,margo@rand.org,ifinlaysonht,iW0()f.MN
642,Dahlia,Benett,3986 Home Life,Alma,418-344-9993,dahlia_benett@aol.com,asiggehu,qR2$.szy
643,Dominga,Mckeon,68 Dd N #1,Trois-Rivieres,819-627-1581,dominga_mckeon@yahoo.com,vriderhv,dF3/Jag_j{
